,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
99,1079489911005147136,1079489911005147136,1546205425000,2018-12-30,23:30:25,?aeianei? ?na GTB,30699026,vladiator011,Vlad,,So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh  #foreverugly #depressed,[],[],[],1,0,0,"['#foreverugly', '#depressed']",[],https://twitter.com/vladiator011/status/1079489911005147136,False,,0,,,,,,,"[{'user_id': '30699026', 'username': 'vladiator011'}]",,,,,So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh   
100,1079481086424449024,1079481086424449024,1546203321000,2018-12-30,22:55:21,?aeianei? ?na GTB,1064786340061958144,the0_zero,the0 (pakrokok),,when u are #depressed af and share #memes everyday #meme pic.twitter.com/x3I3MUZuHs,[],[],['https://pbs.twimg.com/media/DvsWU26UYAA1f7R.jpg'],0,0,2,"['#depressed', '#memes', '#meme']",[],https://twitter.com/the0_zero/status/1079481086424449024,False,,0,,,,,,,"[{'user_id': '1064786340061958144', 'username': 'the0_zero'}]",,,,,when u are  af and share  everyday  pic.twitter.com/x3I3MUZuHs
102,1079472776346509313,1079472776346509313,1546201340000,2018-12-30,22:22:20,?aeianei? ?na GTB,1643592744,rawamiss,Brooklyn beach,,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?
#depressed
#iwannaunlife",[],[],[],0,1,0,"['#depressed', '#iwannaunlife']",[],https://twitter.com/RawaMiss/status/1079472776346509313,False,,0,,,,,,,"[{'user_id': '1643592744', 'username': 'RawaMiss'}]",,,,,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?

"
110,1079454848142184449,1079454848142184449,1546197065000,2018-12-30,21:11:05,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,Certain medications are known to cause #depressed mood in a significant number of patients.,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/LowerDepression/status/1079454848142184449,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,Certain medications are known to cause  mood in a significant number of patients.
114,1079444108161282048,1079444108161282048,1546194505000,2018-12-30,20:28:25,?aeianei? ?na GTB,3196373286,queenofenglandd,Demi,,"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. #depressed",[],[],[],0,0,4,['#depressed'],[],https://twitter.com/queenofenglandd/status/1079444108161282048,False,,0,,,,,,,"[{'user_id': '3196373286', 'username': 'queenofenglandd'}]",,,,,"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. "
115,1079443510540058624,1079443510540058624,1546194362000,2018-12-30,20:26:02,?aeianei? ?na GTB,1604786125,snokontrol,tyler charles,,When your world gets turned upside down. So much for family. #hurt #depressed #crying,[],[],[],0,0,1,"['#hurt', '#depressed', '#crying']",[],https://twitter.com/snokontrol/status/1079443510540058624,False,,0,,,,,,,"[{'user_id': '1604786125', 'username': 'snokontrol'}]",,,,,When your world gets turned upside down. So much for family.   
116,1079440248491274240,1079440248491274240,1546193584000,2018-12-30,20:13:04,?aeianei? ?na GTB,844243041166675968,xuxizs,mojo jojo,,Which #rich #sugardaddy wants to put the amount of money it costs to buy a ticket for lady gaga :p I am #depressed and always lonely,[],[],[],0,0,2,"['#rich', '#sugardaddy', '#depressed']",[],https://twitter.com/xuxizs/status/1079440248491274240,False,,0,,,,,,,"[{'user_id': '844243041166675968', 'username': 'xuxizs'}]",,,,,Which   wants to put the amount of money it costs to buy a ticket for lady gaga :p I am  and always lonely
129,1079398607436955653,1079398607436955653,1546183656000,2018-12-30,17:27:36,?aeianei? ?na GTB,4696962793,grimrsurfing,𝓡♥,,looking at the pics liz took of me today and feeling #ugly and #depressed,[],[],[],1,0,0,"['#ugly', '#depressed']",[],https://twitter.com/grimrsurfing/status/1079398607436955653,False,,0,,,,,,,"[{'user_id': '4696962793', 'username': 'grimrsurfing'}]",,,,,looking at the pics liz took of me today and feeling  and 
130,1079393786176753664,1079393786176753664,1546182507000,2018-12-30,17:08:27,?aeianei? ?na GTB,173814209,cliffdimerandy,Arron P.,,This is so true #depressed #depression #depressionisreal pic.twitter.com/3J14ZOaRdX,[],[],['https://pbs.twimg.com/media/DvrG7XuU0AArZ4k.jpg'],0,0,1,"['#depressed', '#depression', '#depressionisreal']",[],https://twitter.com/cliffdimerandy/status/1079393786176753664,False,,0,,,,,,,"[{'user_id': '173814209', 'username': 'cliffdimerandy'}]",,,,,This is so true    pic.twitter.com/3J14ZOaRdX
133,1079393145341833216,1079393145341833216,1546182354000,2018-12-30,17:05:54,?aeianei? ?na GTB,1073869319484919808,lahfeminista,Filha da Frida 🔥🚩,,"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

#depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Lahfeminista/status/1079393145341833216,False,,0,,,,,,,"[{'user_id': '1073869319484919808', 'username': 'Lahfeminista'}]",,,,,"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

"
136,1079386290410278912,1079386290410278912,1546180720000,2018-12-30,16:38:40,?aeianei? ?na GTB,3602467154,ubasraymund,Mon Señorito,,"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy #Depressed",[],[],[],1,0,2,['#depressed'],[],https://twitter.com/UbasRaymund/status/1079386290410278912,False,,0,,,,,,,"[{'user_id': '3602467154', 'username': 'UbasRaymund'}]",,,,,"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy "
137,1079381850156556288,1079380830022074369,1546179661000,2018-12-30,16:21:01,?aeianei? ?na GTB,776371011855880192,luriahknaz,Bro.mencari.cinta.halal,,This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress.. #depressed #DepressionIsReal,[],[],[],1,0,0,"['#depressed', '#depressionisreal']",[],https://twitter.com/luriahknaz/status/1079381850156556288,False,,0,,,,,,,"[{'user_id': '776371011855880192', 'username': 'luriahknaz'}]",,,,,This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress..  
138,1079380830022074369,1079380830022074369,1546179418000,2018-12-30,16:16:58,?aeianei? ?na GTB,776371011855880192,luriahknaz,Bro.mencari.cinta.halal,,I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.#depressed,[],[],[],1,0,0,['#depressed'],[],https://twitter.com/luriahknaz/status/1079380830022074369,False,,0,,,,,,,"[{'user_id': '776371011855880192', 'username': 'luriahknaz'}]",,,,,I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.
143,1079354537427648512,1079354537427648512,1546173149000,2018-12-30,14:32:29,?aeianei? ?na GTB,985385031056048128,josh_gerero,Joswaaa,,"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

#Depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Josh_Gerero/status/1079354537427648512,False,,0,,,,,,,"[{'user_id': '985385031056048128', 'username': 'Josh_Gerero'}]",,,,,"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

"
147,1079345327323443200,1079345327323443200,1546170953000,2018-12-30,13:55:53,?aeianei? ?na GTB,959805735856156672,depressedheroes,Super Depressed Comic,,"Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12 #depressed days of #Christmas . pic.twitter.com/CJ58N4Mw4M",[],[],[],1,0,1,"['#depressed', '#christmas']",[],https://twitter.com/depressedheroes/status/1079345327323443200,False,,1,,,,,,,"[{'user_id': '959805735856156672', 'username': 'depressedheroes'}]",,,,,"Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12  days of  . pic.twitter.com/CJ58N4Mw4M"
150,1079326668852989952,1079326668852989952,1546166505000,2018-12-30,12:41:45,?aeianei? ?na GTB,1077027645433565184,zannystiles,Zannystiles,,why he so fucking deep #depressed #LGBTQtwitter pic.twitter.com/xdU4eeI8gl,[],[],['https://pbs.twimg.com/media/DvqJ4cQVYAAJKvr.jpg'],0,0,0,"['#depressed', '#lgbtqtwitter']",[],https://twitter.com/zannystiles/status/1079326668852989952,False,,0,,,,,,,"[{'user_id': '1077027645433565184', 'username': 'zannystiles'}]",,,,,why he so fucking deep   pic.twitter.com/xdU4eeI8gl
151,1079319149871013888,1079319149871013888,1546164712000,2018-12-30,12:11:52,?aeianei? ?na GTB,1079313101546311685,lonelyjoe4,lonely joe,,"Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

#depressed #hair",[],[],[],0,0,0,"['#depressed', '#hair']",[],https://twitter.com/lonelyjoe4/status/1079319149871013888,False,,0,,,,,,,"[{'user_id': '1079313101546311685', 'username': 'lonelyjoe4'}]",,,,,"Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

 "
153,1079312037564612608,1079312037564612608,1546163017000,2018-12-30,11:43:37,?aeianei? ?na GTB,431227872,akopot13,Andrew Kopot,,"If I were born in europe, I would’ve been the next upcoming soccer star #factz #thoughts #depressed",[],[],[],0,0,0,"['#factz', '#thoughts', '#depressed']",[],https://twitter.com/AKopot13/status/1079312037564612608,False,,0,,,,,,,"[{'user_id': '431227872', 'username': 'AKopot13'}]",,,,,"If I were born in europe, I would’ve been the next upcoming soccer star   "
158,1079288749324935168,1079288749324935168,1546157464000,2018-12-30,10:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",[],[],[],0,0,2,['#depressed'],[],https://twitter.com/LowerDepression/status/1079288749324935168,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide."
159,1079288133995253760,1079288133995253760,1546157318000,2018-12-30,10:08:38,?aeianei? ?na GTB,3275340715,eronesto,𝓡𝓪𝓿𝓲,,"pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan
#depressed
#iwanttocommitdie",[],[],[],0,0,1,"['#depressed', '#iwanttocommitdie']",[],https://twitter.com/eronesto/status/1079288133995253760,False,,0,,,,,,,"[{'user_id': '3275340715', 'username': 'eronesto'}]",,,,,"pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan

"
167,1079257335971885056,1079257335971885056,1546149975000,2018-12-30,08:06:15,?aeianei? ?na GTB,869366956004179969,mckaylabritton1,McKayla Britton,,Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ #depressed,[],[],[],0,0,5,['#depressed'],[],https://twitter.com/McKaylaBritton1/status/1079257335971885056,False,,0,,,,,,,"[{'user_id': '869366956004179969', 'username': 'McKaylaBritton1'}]",,,,,Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ 
168,1079256827668221953,1079256827668221953,1546149853000,2018-12-30,08:04:13,?aeianei? ?na GTB,1074907588657967105,golden_demon0,cin🍁,,Can I not wake up one day? #depressed #sad #suicidal,[],[],[],0,0,0,"['#depressed', '#sad', '#suicidal']",[],https://twitter.com/golden_demon0/status/1079256827668221953,False,,0,,,,,,,"[{'user_id': '1074907588657967105', 'username': 'golden_demon0'}]",,,,,Can I not wake up one day?   
170,1079250821169188864,1079250821169188864,1546148421000,2018-12-30,07:40:21,?aeianei? ?na GTB,479620143,diarraeg,M a n u è l,,"When you feel down and #depressed, always think about people below your level. You will feel how lucky you are.🕊",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/diarraeg/status/1079250821169188864,False,,0,,,,,,,"[{'user_id': '479620143', 'username': 'diarraeg'}]",,,,,"When you feel down and , always think about people below your level. You will feel how lucky you are.🕊"
171,1079249401623633923,1079249401623633923,1546148083000,2018-12-30,07:34:43,?aeianei? ?na GTB,1060935744204632069,sabrina06985291,Seabreeze,,"It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most #depressed #POS ever.",[],[],[],0,0,0,"['#depressed', '#pos']",[],https://twitter.com/Sabrina06985291/status/1079249401623633923,False,,0,,,,,,,"[{'user_id': '1060935744204632069', 'username': 'Sabrina06985291'}]",,,,,"It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most   ever."
180,1079209507459194880,1079209507459194880,1546138571000,2018-12-30,04:56:11,?aeianei? ?na GTB,1079207556919119873,taeenglishpoop,Pooyah,,Ang sakit sa pakiramdam na lahat ng tao iniiwasan ka. #depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/taeenglishpoop/status/1079209507459194880,False,,0,,,,,,,"[{'user_id': '1079207556919119873', 'username': 'taeenglishpoop'}]",,,,,Ang sakit sa pakiramdam na lahat ng tao iniiwasan ka. 
203,1079179189163622400,1079179189163622400,1546131343000,2018-12-30,02:55:43,?aeianei? ?na GTB,757283683,earnrobertson,Enkelli Arn Robertson,,Welp... I'm #depressed... guess im gunna turn out some really messed up horror at an alarming rate,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/EArnRobertson/status/1079179189163622400,False,,0,,,,,,,"[{'user_id': '757283683', 'username': 'EArnRobertson'}]",,,,,Welp... I'm ... guess im gunna turn out some really messed up horror at an alarming rate
204,1079176939582226434,1079176939582226434,1546130807000,2018-12-30,02:46:47,?aeianei? ?na GTB,3308877544,nessv03,vanessa,,snapchat crashes every time i open the app & i’m PISSED bc i haven’t backed up my memories in a while & i know i’m losing all my shit #depressed 😪,[],[],[],1,0,3,['#depressed'],[],https://twitter.com/nessv03/status/1079176939582226434,False,,0,,,,,,,"[{'user_id': '3308877544', 'username': 'nessv03'}]",,,,,snapchat crashes every time i open the app & i’m PISSED bc i haven’t backed up my memories in a while & i know i’m losing all my shit  😪
205,1079172506634711040,1079172506634711040,1546129750000,2018-12-30,02:29:10,?aeianei? ?na GTB,938112589107675136,classytheman,Classy & Co🗯,,"If you’re #DEPRESSED and/or have any thoughts of #SUICIDE or #SELFHARM ... HMU!!! IM ALL EARS, NOBODY SHOULD BE BURYING THEMSELVES, THEIR FRIENDS, FAMILY, ETC DUE TO SUICIDE.  

A PERMANENT SOLUTION TO  A TEMPORARY PROBLEM

DONT DO IT",[],[],[],0,0,0,"['#depressed', '#suicide', '#selfharm']",[],https://twitter.com/ClassytheMan/status/1079172506634711040,False,,0,,,,,,,"[{'user_id': '938112589107675136', 'username': 'ClassytheMan'}]",,,,,"If you’re  and/or have any thoughts of  or  ... HMU!!! IM ALL EARS, NOBODY SHOULD BE BURYING THEMSELVES, THEIR FRIENDS, FAMILY, ETC DUE TO SUICIDE.  

A PERMANENT SOLUTION TO  A TEMPORARY PROBLEM

DONT DO IT"
206,1079172154879549440,1079172154879549440,1546129666000,2018-12-30,02:27:46,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"One day, there will be a movie I will really want to see, but I will die before it gets released in theaters. #depression #depressed #depressedthoughts",[],[],[],0,0,0,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079172154879549440,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,,"One day, there will be a movie I will really want to see, but I will die before it gets released in theaters.   "
208,1079167966393044992,1079167966393044992,1546128667000,2018-12-30,02:11:07,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"Older #depressed people may have cognitive symptoms of recent onset, such as #forgetfulness, and a more noticeable slowing of movements.",[],[],[],0,2,3,"['#depressed', '#forgetfulness']",[],https://twitter.com/LowerDepression/status/1079167966393044992,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements."
217,1079144960853712896,1079144960853712896,1546123182000,2018-12-30,00:39:42,?aeianei? ?na GTB,188424872,graphicsking209,Chad McCarter,,#SpringCleaning in December. #Depressed because i only got our family room done. #dadlife,[],[],[],0,0,0,"['#springcleaning', '#depressed', '#dadlife']",[],https://twitter.com/GraphicsKing209/status/1079144960853712896,False,,0,,,,,,,"[{'user_id': '188424872', 'username': 'GraphicsKing209'}]",,,,, in December.  because i only got our family room done. 
218,1079142583786500096,1079142583786500096,1546122616000,2018-12-30,00:30:16,?aeianei? ?na GTB,300639198,megaphonegod,Paul Corbin,,I finally made it to the point where there are new hosts for #greatbritishbakeoff and I am #depressed 😭😭😭,[],[],[],0,0,2,"['#greatbritishbakeoff', '#depressed']",[],https://twitter.com/Megaphonegod/status/1079142583786500096,False,,0,,,,,,,"[{'user_id': '300639198', 'username': 'Megaphonegod'}]",,,,,I finally made it to the point where there are new hosts for  and I am  😭😭😭
225,1079129181907308545,1079129181907308545,1546119420000,2018-12-29,23:37:00,?aeianei? ?na GTB,802653140,philliphuman,Dj_Anime,,"Won't somebody DM me? 
I want to talk to someone...
#Depressed
#down",[],[],[],0,0,0,"['#depressed', '#down']",[],https://twitter.com/PhillipHuman/status/1079129181907308545,False,,0,,,,,,,"[{'user_id': '802653140', 'username': 'PhillipHuman'}]",,,,,"Won't somebody DM me? 
I want to talk to someone...

"
228,1079128921638080518,1079128921638080518,1546119358000,2018-12-29,23:35:58,?aeianei? ?na GTB,2886042251,uykusarhoslugu,dumangri,,"- 
Lp - Recovery 
#np #depressed :(",[],[],[],0,0,1,"['#np', '#depressed']",[],https://twitter.com/uykusarhoslugu/status/1079128921638080518,False,,0,,,,,,,"[{'user_id': '2886042251', 'username': 'uykusarhoslugu'}]",,,,,"- 
Lp - Recovery 
  :("
230,1079112178853134341,1079112178853134341,1546115367000,2018-12-29,22:29:27,?aeianei? ?na GTB,1031126897713979392,lnittaavansianl,نازنین ژاله,,"Honestly I feel like our text board is a low budget YouTube comedy series 
and we’re the broke teens trying not to kill ourselves #depressed #teens #youtube XD",[],[],[],0,0,6,"['#depressed', '#teens', '#youtube']",[],https://twitter.com/lnittaavansianl/status/1079112178853134341,False,,0,,,,,,,"[{'user_id': '1031126897713979392', 'username': 'lnittaavansianl'}]",,,,,"Honestly I feel like our text board is a low budget YouTube comedy series 
and we’re the broke teens trying not to kill ourselves    XD"
233,1079104882068447233,1079104882068447233,1546113627000,2018-12-29,22:00:27,?aeianei? ?na GTB,1358357150,crystal_leflar,Cry,,"I wasn't at all #depressed this #holidayseason Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?",[],[],[],1,0,2,"['#depressed', '#holidayseason']",[],https://twitter.com/crystal_leflar/status/1079104882068447233,False,,0,,,,,,,"[{'user_id': '1358357150', 'username': 'crystal_leflar'}]",,,,,"I wasn't at all  this  Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?"
234,1079101757559496704,1079101757559496704,1546112882000,2018-12-29,21:48:02,?aeianei? ?na GTB,3300572262,notsogoodmoy,Draw,,"I don't know what I do with myself, everyday I crack! #depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/notsoGoodMoy/status/1079101757559496704,False,,0,,,,,,,"[{'user_id': '3300572262', 'username': 'notsoGoodMoy'}]",,,,,"I don't know what I do with myself, everyday I crack! "
240,1079077693298274304,1079077693298274304,1546107145000,2018-12-29,20:12:25,?aeianei? ?na GTB,959805735856156672,depressedheroes,Super Depressed Comic,,Here's a cheeky #BehindTheScenes on making the 12 #depressed days of #Christmas. This is as organised as it gets. pic.twitter.com/vpuoo5gY6E,[],[],['https://pbs.twimg.com/media/DvmnbtDWsAAbQ3E.jpg'],1,0,5,"['#behindthescenes', '#depressed', '#christmas']",[],https://twitter.com/depressedheroes/status/1079077693298274304,False,,0,,,,,,,"[{'user_id': '959805735856156672', 'username': 'depressedheroes'}]",,,,,Here's a cheeky  on making the 12  days of . This is as organised as it gets. pic.twitter.com/vpuoo5gY6E
242,1079074443744309248,1079074443744309248,1546106370000,2018-12-29,19:59:30,?aeianei? ?na GTB,126255712,frncsignacio,Franc,,"Pag ako na mamatay, wala na Nagmamahal sa akin? #depressed
#loner #alwaysalone",[],[],[],0,0,0,"['#depressed', '#loner', '#alwaysalone']",[],https://twitter.com/frncsignacio/status/1079074443744309248,False,,0,,,,,,,"[{'user_id': '126255712', 'username': 'frncsignacio'}]",,,,,"Pag ako na mamatay, wala na Nagmamahal sa akin? 
 "
252,1079052270606712834,1079052270606712834,1546101083000,2018-12-29,18:31:23,?aeianei? ?na GTB,3379115051,_freddyc00ter,AloHoeMora✨,,Wow imagine hatching 3 10K eggs and all of them are fucking Driftloons. #Depressed #PokemonGo,[],[],[],0,0,0,"['#depressed', '#pokemongo']",[],https://twitter.com/_freddyc00ter/status/1079052270606712834,False,,0,,,,,,,"[{'user_id': '3379115051', 'username': '_freddyc00ter'}]",,,,,Wow imagine hatching 3 10K eggs and all of them are fucking Driftloons.  
253,1079047153723543554,1079047153723543554,1546099863000,2018-12-29,18:11:03,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",[],[],[],0,0,3,['#depressed'],[],https://twitter.com/LowerDepression/status/1079047153723543554,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred."
254,1079046004224245761,1079046004224245761,1546099589000,2018-12-29,18:06:29,?aeianei? ?na GTB,40647396,traceydeardorff,ťŕäčëÿ đèâŕđøŕff,,I really wish I could get out this funk ... two months is long enough... #noenergy #depressed #anxiety,[],[],[],0,0,0,"['#noenergy', '#depressed', '#anxiety']",[],https://twitter.com/TraceyDeardorff/status/1079046004224245761,False,,0,,,,,,,"[{'user_id': '40647396', 'username': 'TraceyDeardorff'}]",,,,,I really wish I could get out this funk ... two months is long enough...   
255,1079037669961883648,1079037669961883648,1546097602000,2018-12-29,17:33:22,?aeianei? ?na GTB,1077234402277638144,tiramin_san,Marin,,">#loneliness
>#depressed
>FINALLY receives a notification
>“Yay someone must have answered my messages!”
>Android reminding me to take my medicine

So ironic it's sadistic already.  pic.twitter.com/ZxUk4GyCdo",[],[],[],0,1,1,"['#loneliness', '#depressed']",[],https://twitter.com/tiramin_san/status/1079037669961883648,False,,1,,,,,,,"[{'user_id': '1077234402277638144', 'username': 'tiramin_san'}]",,,,,">
>
>FINALLY receives a notification
>“Yay someone must have answered my messages!”
>Android reminding me to take my medicine

So ironic it's sadistic already.  pic.twitter.com/ZxUk4GyCdo"
258,1079029931563114496,1079029931563114496,1546095757000,2018-12-29,17:02:37,?aeianei? ?na GTB,1076293830251405313,jsmneeeeeee,;,,When you’re stalking someone and it accidentally refreshes #mood #suicidal #depressed  pic.twitter.com/Fpr1i16w4V,[],[],['https://pbs.twimg.com/media/Dvl7_w7V4AE65Fo.jpg'],0,0,0,"['#mood', '#suicidal', '#depressed']",[],https://twitter.com/jsmneeeeeee/status/1079029931563114496,False,,0,,,,,,,"[{'user_id': '1076293830251405313', 'username': 'jsmneeeeeee'}]",,,,,When you’re stalking someone and it accidentally refreshes     pic.twitter.com/Fpr1i16w4V
275,1078991738302283777,1078991738302283777,1546086651000,2018-12-29,14:30:51,?aeianei? ?na GTB,779286492434747392,keneatg,Kenn?,,"Parang kanina lang ako palang friends mo sa fb boss ha tas ngayon inaccept mo sila di monako nireplyan? 
#depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/KenEatG/status/1078991738302283777,False,,0,,,,,,,"[{'user_id': '779286492434747392', 'username': 'KenEatG'}]",,,,,"Parang kanina lang ako palang friends mo sa fb boss ha tas ngayon inaccept mo sila di monako nireplyan? 
"
276,1078989583071760384,1078989583071760384,1546086137000,2018-12-29,14:22:17,?aeianei? ?na GTB,251164534,mohamedhhassan,Mohamed Hamdy 🇪🇬,,"If you think you're #depressed, please do the following:

1. DO NOT diagnose yourself based on some social media posts, sometimes you're just sad.
2. Seek help from a professional (psychiatrist or a certified therapist).

#Depression is a serious illness. Don't take it lightly.",[],[],[],0,0,0,"['#depressed', '#depression']",[],https://twitter.com/MohamedHHassan/status/1078989583071760384,False,,0,,,,,,,"[{'user_id': '251164534', 'username': 'MohamedHHassan'}]",,,,,"If you think you're , please do the following:

1. DO NOT diagnose yourself based on some social media posts, sometimes you're just sad.
2. Seek help from a professional (psychiatrist or a certified therapist).

 is a serious illness. Don't take it lightly."
279,1078981126662836225,1078981126662836225,1546084121000,2018-12-29,13:48:41,?aeianei? ?na GTB,605512646,sdonnelly40,Sarena Donnelly,,When you're that #depressed you don't wanna get out of bed 🛌 😟🕛 #SaturdayMotivation got none of it,[],[],[],1,0,1,"['#depressed', '#saturdaymotivation']",[],https://twitter.com/sdonnelly40/status/1078981126662836225,False,,0,,,,,,,"[{'user_id': '605512646', 'username': 'sdonnelly40'}]",,,,,When you're that  you don't wanna get out of bed 🛌 😟🕛  got none of it
284,1078975293640056835,1078975293640056835,1546082731000,2018-12-29,13:25:31,?aeianei? ?na GTB,2340045257,truecommon,Common Sense,,I’m #depressed Ive forgotten how start foreplay woh my wife. We are just not having sex anymore? I’ve told her but she does nothing to instigate it either. #help please.,[],[],[],0,0,0,"['#depressed', '#help']",[],https://twitter.com/TrueCommon/status/1078975293640056835,False,,0,,,,,,,"[{'user_id': '2340045257', 'username': 'TrueCommon'}]",,,,,I’m  Ive forgotten how start foreplay woh my wife. We are just not having sex anymore? I’ve told her but she does nothing to instigate it either.  please.
291,1078945581869993984,1078945581869993984,1546075647000,2018-12-29,11:27:27,?aeianei? ?na GTB,1021878381904883713,neomistt2,NeoMist,,"Someone message me please I could use a friend 

#depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/NeoMistt2/status/1078945581869993984,False,,0,,,,,,,"[{'user_id': '1021878381904883713', 'username': 'NeoMistt2'}]",,,,,"Someone message me please I could use a friend 

"
292,1078944651623702528,1078944651623702528,1546075425000,2018-12-29,11:23:45,?aeianei? ?na GTB,1032973684930166784,too17214579,.,,"I want a way out of loneliness 💔... 🚶🏻‍♂️
#depressed
#مكتئب",[],[],[],0,0,0,"['#depressed', '#مكتئب']",[],https://twitter.com/too17214579/status/1078944651623702528,False,,0,,,,,,,"[{'user_id': '1032973684930166784', 'username': 'too17214579'}]",,,,,"I want a way out of loneliness 💔... 🚶🏻‍♂️

"
